site_id,site_name,site_address,city,zip_code,enf_action_date,enf_action_type,enf_action_description,enf_action_notes,enf_action_division,enf_action_program,enf_action_source
542226,Service Plating,1855 62ND,LOS ANGELES,90001,1998-12-03,Notice of Violation,Notice of Violation,No response to the NNC issued on 8/17/98.  Re-ordered to submit a 1997-1998 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,1999-10-26,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of 1998-1999 Annual Report,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2000-08-22,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 1999-2000 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2000-10-10,Notice of Violation,Notice of Violation,No response to the NNC issued on 8/22/00.  Re-ordered to submit 1999-2000 Annual Report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2001-07-25,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2000-2001 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2001-08-24,Notice of Violation,Notice of Violation,NOV sent 8/24/01 for overdue 2000-01 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2003-07-24,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2002-2003 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2003-08-29,Notice of Violation,Notice of Violation,No response to the NNC issued on 7/24/03.  Re-odered to submit 2002-2003 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2004-09-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2003-2004 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2005-08-24,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2004-2005 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2008-08-12,Notice to Comply,Notice to Comply,Field NTC issued 8/12/08 for SWPPP (list of significant materials) & BMP violations (materail storage & housekeeping).,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2009-06-16,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2007-2008 Annual Report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2014-01-15,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Re-issued NNC.  Original issued on 8/10/12 was not confirmed as delivered.   Ordered to submit a 2010-11 annual report.,Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,2014-03-04,Notice of Violation,Notice of Violation,No response to the NNC.  Re-ordered to submit  2010-11 AR.,Water Boards,INDSTW,SMARTS
542421,Sierra Madre City,579 E SIERRA MADRE BLVD,SIERRA MADRE,91024,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
542421,Sierra Madre City,579 E SIERRA MADRE BLVD,SIERRA MADRE,91024,2015-03-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"late 2009-2010, 2011-2012, 2012-2013 and 2013-2014 annual reports",Water Boards,INDSTW,SMARTS
542421,Sierra Madre City,579 E SIERRA MADRE BLVD,SIERRA MADRE,91024,2017-09-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 2016-2017 annual report,Water Boards,INDSTW,SMARTS
542421,Sierra Madre City,579 E SIERRA MADRE BLVD,SIERRA MADRE,91024,2017-10-17,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,missing 2016-2017 Annual Report,Water Boards,INDSTW,SMARTS
542474,Signal Hill Petroleum Incorporated,2737 RAYMOND AVENUE,SIGNAL HILL,90755,2019-10-22,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Denial of NEC and Failure to Enroll Under Requirements of the General Permit,Water Boards,INDSTW,SMARTS
542570,Sinclair Printing Company,4005 WHITESIDE STREET,LOS ANGELES,90063,2018-09-28,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to obtain Permit coverage  Denial of NEC,Water Boards,INDSTW,SMARTS
542594,Sissell Brothers,4322 E 3RD ST,LOS ANGELES,90022,2010-05-25,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
542594,Sissell Brothers,4322 E 3RD ST,LOS ANGELES,90022,2016-12-19,Notice of Violation,Notice of Violation,Failure to submit a complete SWPPP,Water Boards,INDSTW,SMARTS
542621,Sks Die Casting,1849 OAK ST,ALAMEDA,94501,1999-11-08,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
542621,Sks Die Casting,1849 OAK ST,ALAMEDA,94501,1999-12-28,Notice of Violation,Notice of Violation,Second Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
542621,Sks Die Casting,1849 OAK ST,ALAMEDA,94501,2007-08-06,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
542621,Sks Die Casting,1849 OAK ST,ALAMEDA,94501,2007-11-13,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
542621,Sks Die Casting,1849 OAK ST,ALAMEDA,94501,2014-01-30,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,NNC for late annual report,Water Boards,INDSTW,SMARTS
542864,South Bay Sand Blasting and Tank Cleaning Inc,3589 DALBERGIA ST,SAN DIEGO,92113,2008-10-07,Staff Enforcement Letter,Staff Enforcement Letter,Inspection report for South Bay Sandblasting and Tank on 12/27/07.,Water Boards,INDSTW,SMARTS
542864,South Bay Sand Blasting and Tank Cleaning Inc,3589 DALBERGIA ST,SAN DIEGO,92113,2015-10-30,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ. Swppp And Facility Map Not Uploaded,Water Boards,INDSTW,SMARTS
542864,South Bay Sand Blasting and Tank Cleaning Inc,3589 DALBERGIA ST,SAN DIEGO,92113,2015-12-11,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ.  SECOND NOTICE. Swppp And Facility Map Not Uploaded,Water Boards,INDSTW,SMARTS
542924,Southeast Auto Salvage,415 PINE,COMPTON,90222,2006-08-11,Notice of Violation,Notice of Violation,NOV sent 8/11/06 for violations of INDSTW permit.,Water Boards,INDSTW,SMARTS
542924,Southeast Auto Salvage,415 PINE,COMPTON,90222,2010-06-17,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
542924,Southeast Auto Salvage,415 PINE,COMPTON,90222,2016-12-19,Notice of Violation,Notice of Violation,Failure to submit a SWPPP,Water Boards,INDSTW,SMARTS
542924,Southeast Auto Salvage,415 PINE,COMPTON,90222,2019-02-27,Notice of Violation,Notice of Violation,Failure to submit Level 1 ERA Report,Water Boards,INDSTW,SMARTS
542977,Southwest Plating,1344 SLAUSON,LOS ANGELES,90044,2008-09-16,Notice to Comply,Notice to Comply,Field NTC issued 9/16/08 for numerous SWPPP deficiencies.,Water Boards,INDSTW,SMARTS
542977,Southwest Plating,1344 SLAUSON,LOS ANGELES,90044,2010-05-28,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
542977,Southwest Plating,1344 SLAUSON,LOS ANGELES,90044,2018-09-17,Notice of Violation,Notice of Violation,Failure to develop complete Level 2 ERA Action Plan.,Water Boards,INDSTW,SMARTS
543587,Sunrise Ford of North Hollywood,5500 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,2019-01-03,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit a 2017-18 AR.,Water Boards,CONSTW,SMARTS
543587,Sunrise Ford of North Hollywood,5500 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,2019-03-06,Notice of Violation,Notice of Violation,Ordered to submit a 2017-18 AR.,Water Boards,CONSTW,SMARTS
543687,Sur Fin Chemical Corp,1530 SPENCE ST,LOS ANGELES,90023,2011-05-11,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Stipulated Order on Settlement Offer R4-2011-0015-SW issued for failure to submit annual report 07-08,Water Boards,INDSTW,SMARTS
543687,Sur Fin Chemical Corp,1530 SPENCE ST,LOS ANGELES,90023,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
543687,Sur Fin Chemical Corp,1530 SPENCE ST,LOS ANGELES,90023,2013-11-15,Notice of Violation,Notice of Violation,No SWPPP and no ARs since 2006-current,Water Boards,INDSTW,SMARTS
543687,Sur Fin Chemical Corp,1530 SPENCE ST,LOS ANGELES,90023,2015-12-21,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify under General Industrial Stormwater Permit Order No. 2014-0057-DWQ,Water Boards,INDSTW,SMARTS
543698,Surface Treatment  Inspection,7517 JEFFERSON ST,PARAMOUNT,90723,2010-06-21,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review Â¿ Benchmark Value, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
543726,Svendsen S Boatworks,1851 CLEMENT AVE,ALAMEDA,94501,1999-11-08,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
543726,Svendsen S Boatworks,1851 CLEMENT AVE,ALAMEDA,94501,2007-08-06,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
543726,Svendsen S Boatworks,1851 CLEMENT AVE,ALAMEDA,94501,2008-08-22,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
543737,Sweet Ovations,16911 NORMANDIE,GARDENA,90247,2005-09-14,Notice to Comply,Notice to Comply,Field NTC issued 9/14/05 for violations of INDSTW permit.,Water Boards,INDSTW,SMARTS
543800,System Transport A Corp,1710 E 29TH ST,SIGNAL HILL,90755,2002-10-25,Notice of Violation,Notice of Violation,NOV sent 10/25/02 for failure to have SWPPP & monitoring plan onsite.,Water Boards,INDSTW,SMARTS
543800,System Transport A Corp,1710 E 29TH ST,SIGNAL HILL,90755,2015-04-08,Notice to Comply,Notice to Comply,A NTC was issued for deficient SWPPP and MRP document.,Water Boards,INDSTW,SMARTS
543859,Talco Plastics,3270 70TH,LONG BEACH,90805,2005-08-03,Notice of Violation,Notice of Violation,"NOV sent 8/3/05 for incomplete SWPPP & monitoring plan, poor housekeeping, inadequate BMPs.",Water Boards,INDSTW,SMARTS
543859,Talco Plastics,3270 70TH,LONG BEACH,90805,2009-05-11,Notice of Violation,Notice of Violation,NOV sent 5/11/09 for BMP violations & inadequate sampling.,Water Boards,INDSTW,SMARTS
543859,Talco Plastics,3270 70TH,LONG BEACH,90805,2009-10-29,Notice of Violation,Notice of Violation,Immediately implement adequate BMPs to address the violations.  A written response by 11/30/09.,Water Boards,INDSTW,SMARTS
543859,Talco Plastics,3270 70TH,LONG BEACH,90805,2010-11-29,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
543876,Tamper Pruf Screws Inc,8808 SOMERSET BLVD,PARAMOUNT,90723,2017-10-05,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"DISCHARGER FAILED TO RECERTIFY THE NEC BY OCTOBER 1, 2017",Water Boards,INDSTW,SMARTS
543966,Teds Truck and Auto,5117 ELTON ST,BALDWIN PARK,91706,2016-10-11,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 15-16 AR,Water Boards,INDSTW,SMARTS
543966,Teds Truck and Auto,5117 ELTON ST,BALDWIN PARK,91706,2017-09-07,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 2016-2017 AR,Water Boards,INDSTW,SMARTS
543966,Teds Truck and Auto,5117 ELTON ST,BALDWIN PARK,91706,2018-01-09,Notice of Violation,Notice of Violation,NOV for failure to collect and analyze stormwater samples,Water Boards,INDSTW,SMARTS
544131,The Boulevard,2030 EL CAJON BLVD,SAN DIEGO,92104,2016-01-08,Staff Enforcement Letter,Staff Enforcement Letter,Issued staff enforcement email to LRP (see attachment).,Water Boards,CONSTW,SMARTS
544253,The Newark Group Inc,388 E ALMA AVE,SAN JOSE,95112,2015-10-30,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ. Facility Map Not Uploaded,Water Boards,INDSTW,SMARTS
544253,The Newark Group Inc,388 E ALMA AVE,SAN JOSE,95112,2015-12-11,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ.  SECOND NOTICE. Facility Site Map Not Uploaded,Water Boards,INDSTW,SMARTS
544468,TIME Recycling,412 CESAR E CHAVEZ PKWY,SAN DIEGO,92113,2016-08-25,Staff Enforcement Letter,Staff Enforcement Letter,"Extremely deficient housekeeping BMPs and secondary containment BMP violations. NSWD's of liquids and solid wastes to storm drain/San Diego Bay. Exposure of materials and wastes. There is unregulated industrial activities at the facility in the """"material storage area""""- gypsum and cement product manufacturing activities. SWPPP needs updating. Facility at Level 1 for six parameters. See attached 08/25/2016 SEL required corrective action email with photos that was sent to the discharger.",Water Boards,INDSTW,SMARTS
544468,TIME Recycling,412 CESAR E CHAVEZ PKWY,SAN DIEGO,92113,2019-08-06,Staff Enforcement Letter,Staff Enforcement Letter,"SEL sent to LRP with inspection report on 08/07/2019 for BMP violations: I identified a discharge of liquid (CRV container recycling wastewater) from the sink area adjacent to the CRV recycling area. The discharge exits the site at the Commercial Street entrance/exit. There is also evidence of discharges of recycling CRV container liquids to the street at the entrance on Cesar E Chavez Pkwy. I identified uncovered buckets of various liquids in the covered materials storage area. Liquid materials and wastes stored on the ground without lids and without secondary containment. There is an open hole in the concrete floor in the covered materials storage area that receives a discharge of liquid via a hose. I was unable to determine where this open drain or sump discharges to, or, if it is a self-contained vault.",Water Boards,INDSTW,SMARTS
544588,Tortuoso Way,734 TORTUOSO WAY,LOS ANGELES,90077,2016-02-05,Notice of Violation,Notice of Violation,Major BMP violatons,Water Boards,CONSTW,SMARTS
545030,Transportation Department,505 S GREENWOOD AVE,MONTEBELLO,90640,2011-01-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"Ordered to provide an explanation for the failure to collect samples, analyze and report the data.",Water Boards,INDSTW,SMARTS
545031,Transportation Dept,1314 7TH ST,BERKELEY,94710,2015-10-30,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ. Facility Map Not Uploaded,Water Boards,INDSTW,SMARTS
545034,Transportation Facility,5555 JILSON STREET,COMMERCE,90040,2019-07-03,Notice to Comply,Notice to Comply,Deficient BMPS and SWPPP,Water Boards,INDSTW,SMARTS
545131,Triple E Machinery Moving Inc,3301 GILMAN RD,EL MONTE,91732,1999-10-26,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
